WARNING: grid.env NOT FOUND
NO Enviroment
Date: Mon 06 May 2024 01:09:38 PM UTC
Directory: /home/ferrazzi/llm/LS-LLaMA-E3C
This job will be executed on th following nodes: vgpu10-0

/home/ferrazzi/.conda/envs/gpu_venv_lates/bin/python
Python 3.8.18
{'loss': 2.4974, 'grad_norm': 21.75, 'learning_rate': 5e-05, 'epoch': 0.06}
{'train_runtime': 350.5414, 'train_samples_per_second': 5.725, 'train_steps_per_second': 0.351, 'train_loss': 0.7311494272898852, 'epoch': 2.94}
{'loss': 1.5101, 'grad_norm': 16.375, 'learning_rate': 5e-05, 'epoch': 0.06}
{'loss': 1.4854, 'grad_norm': 14.25, 'learning_rate': 5e-05, 'epoch': 0.12}
{'loss': 1.3651, 'grad_norm': 14.0, 'learning_rate': 5e-05, 'epoch': 0.18}
{'loss': 1.4046, 'grad_norm': 17.125, 'learning_rate': 5e-05, 'epoch': 0.24}
{'loss': 1.3042, 'grad_norm': 16.625, 'learning_rate': 5e-05, 'epoch': 0.3}
{'loss': 1.226, 'grad_norm': 18.875, 'learning_rate': 5e-05, 'epoch': 0.36}
{'loss': 1.0931, 'grad_norm': 14.3125, 'learning_rate': 5e-05, 'epoch': 0.42}
{'loss': 0.9776, 'grad_norm': 10.5, 'learning_rate': 5e-05, 'epoch': 0.48}
{'loss': 1.1465, 'grad_norm': 9.4375, 'learning_rate': 5e-05, 'epoch': 0.54}
{'loss': 1.0912, 'grad_norm': 16.875, 'learning_rate': 5e-05, 'epoch': 0.6}
{'loss': 0.8506, 'grad_norm': 11.125, 'learning_rate': 5e-05, 'epoch': 0.66}
{'loss': 0.9256, 'grad_norm': 10.25, 'learning_rate': 5e-05, 'epoch': 0.72}
{'loss': 0.8997, 'grad_norm': 8.875, 'learning_rate': 5e-05, 'epoch': 0.78}
{'loss': 0.8484, 'grad_norm': 17.125, 'learning_rate': 5e-05, 'epoch': 0.84}
{'loss': 0.9057, 'grad_norm': 23.75, 'learning_rate': 5e-05, 'epoch': 0.9}
{'loss': 0.7659, 'grad_norm': 12.5, 'learning_rate': 5e-05, 'epoch': 0.96}
{'eval_loss': 0.6476681232452393, 'eval_runtime': 28.2989, 'eval_samples_per_second': 24.065, 'eval_steps_per_second': 12.05, 'epoch': 1.0}
{'loss': 0.6902, 'grad_norm': 5.15625, 'learning_rate': 5e-05, 'epoch': 1.01}
{'loss': 0.7226, 'grad_norm': 16.75, 'learning_rate': 5e-05, 'epoch': 1.07}
{'loss': 0.6426, 'grad_norm': 9.625, 'learning_rate': 5e-05, 'epoch': 1.13}
{'loss': 0.6384, 'grad_norm': 8.4375, 'learning_rate': 5e-05, 'epoch': 1.19}
{'loss': 0.6124, 'grad_norm': 8.5, 'learning_rate': 5e-05, 'epoch': 1.25}
{'loss': 0.648, 'grad_norm': 12.9375, 'learning_rate': 5e-05, 'epoch': 1.31}
{'loss': 0.6025, 'grad_norm': 9.5, 'learning_rate': 5e-05, 'epoch': 1.37}
{'loss': 0.6509, 'grad_norm': 6.875, 'learning_rate': 5e-05, 'epoch': 1.43}
{'loss': 0.63, 'grad_norm': 12.25, 'learning_rate': 5e-05, 'epoch': 1.49}
{'loss': 0.6018, 'grad_norm': 6.9375, 'learning_rate': 5e-05, 'epoch': 1.55}
{'loss': 0.6155, 'grad_norm': 7.46875, 'learning_rate': 5e-05, 'epoch': 1.61}
{'loss': 0.586, 'grad_norm': 6.1875, 'learning_rate': 5e-05, 'epoch': 1.67}
{'loss': 0.5308, 'grad_norm': 6.21875, 'learning_rate': 5e-05, 'epoch': 1.73}
{'loss': 0.6251, 'grad_norm': 8.0, 'learning_rate': 5e-05, 'epoch': 1.79}
{'loss': 0.5741, 'grad_norm': 5.125, 'learning_rate': 5e-05, 'epoch': 1.85}
{'loss': 0.6284, 'grad_norm': 5.46875, 'learning_rate': 5e-05, 'epoch': 1.91}
{'loss': 0.6001, 'grad_norm': 5.28125, 'learning_rate': 5e-05, 'epoch': 1.97}
{'eval_loss': 0.5726034045219421, 'eval_runtime': 28.121, 'eval_samples_per_second': 24.217, 'eval_steps_per_second': 12.126, 'epoch': 2.0}
{'loss': 0.5527, 'grad_norm': 9.25, 'learning_rate': 5e-05, 'epoch': 2.03}
{'loss': 0.4971, 'grad_norm': 7.3125, 'learning_rate': 5e-05, 'epoch': 2.09}
{'loss': 0.4361, 'grad_norm': 10.6875, 'learning_rate': 5e-05, 'epoch': 2.15}
{'loss': 0.5754, 'grad_norm': 5.875, 'learning_rate': 5e-05, 'epoch': 2.21}
{'loss': 0.5161, 'grad_norm': 4.78125, 'learning_rate': 5e-05, 'epoch': 2.27}
{'loss': 0.5096, 'grad_norm': 6.9375, 'learning_rate': 5e-05, 'epoch': 2.33}
{'loss': 0.4425, 'grad_norm': 6.21875, 'learning_rate': 5e-05, 'epoch': 2.39}
{'loss': 0.4838, 'grad_norm': 6.9375, 'learning_rate': 5e-05, 'epoch': 2.45}
{'loss': 0.4443, 'grad_norm': 5.8125, 'learning_rate': 5e-05, 'epoch': 2.51}
{'loss': 0.4499, 'grad_norm': 7.5, 'learning_rate': 5e-05, 'epoch': 2.57}
{'loss': 0.4045, 'grad_norm': 7.09375, 'learning_rate': 5e-05, 'epoch': 2.63}
{'loss': 0.5028, 'grad_norm': 9.0625, 'learning_rate': 5e-05, 'epoch': 2.69}
{'loss': 0.3941, 'grad_norm': 6.3125, 'learning_rate': 5e-05, 'epoch': 2.75}
{'loss': 0.5481, 'grad_norm': 10.4375, 'learning_rate': 5e-05, 'epoch': 2.81}
{'loss': 0.5171, 'grad_norm': 10.125, 'learning_rate': 5e-05, 'epoch': 2.87}
{'loss': 0.5259, 'grad_norm': 6.90625, 'learning_rate': 5e-05, 'epoch': 2.93}
{'loss': 0.4511, 'grad_norm': 5.8125, 'learning_rate': 5e-05, 'epoch': 2.99}
{'eval_loss': 0.5724647045135498, 'eval_runtime': 28.0898, 'eval_samples_per_second': 24.244, 'eval_steps_per_second': 12.14, 'epoch': 2.99}
{'train_runtime': 361.0287, 'train_samples_per_second': 5.559, 'train_steps_per_second': 1.388, 'train_loss': 0.7323537470099931, 'epoch': 2.99}
{'loss': 1.3553, 'grad_norm': 12.375, 'learning_rate': 0.0002, 'epoch': 0.06}
{'loss': 1.2704, 'grad_norm': 13.875, 'learning_rate': 0.0002, 'epoch': 0.12}
{'loss': 1.0959, 'grad_norm': 15.5625, 'learning_rate': 0.0002, 'epoch': 0.18}
{'loss': 1.043, 'grad_norm': 16.0, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 0.8724, 'grad_norm': 8.375, 'learning_rate': 0.0002, 'epoch': 0.3}
{'loss': 0.8516, 'grad_norm': 12.1875, 'learning_rate': 0.0002, 'epoch': 0.36}
{'loss': 0.7679, 'grad_norm': 11.5625, 'learning_rate': 0.0002, 'epoch': 0.42}
{'loss': 0.7008, 'grad_norm': 6.5625, 'learning_rate': 0.0002, 'epoch': 0.48}
{'loss': 0.9292, 'grad_norm': 19.875, 'learning_rate': 0.0002, 'epoch': 0.54}
{'loss': 0.7683, 'grad_norm': 5.625, 'learning_rate': 0.0002, 'epoch': 0.6}
{'loss': 0.6767, 'grad_norm': 8.0, 'learning_rate': 0.0002, 'epoch': 0.66}
{'loss': 0.6954, 'grad_norm': 15.125, 'learning_rate': 0.0002, 'epoch': 0.72}
{'loss': 0.72, 'grad_norm': 9.375, 'learning_rate': 0.0002, 'epoch': 0.78}
{'loss': 0.6963, 'grad_norm': 9.8125, 'learning_rate': 0.0002, 'epoch': 0.84}
{'loss': 0.7287, 'grad_norm': 11.25, 'learning_rate': 0.0002, 'epoch': 0.9}
{'loss': 0.6183, 'grad_norm': 31.25, 'learning_rate': 0.0002, 'epoch': 0.96}
{'eval_loss': 0.5967940092086792, 'eval_runtime': 28.3083, 'eval_samples_per_second': 24.057, 'eval_steps_per_second': 12.046, 'epoch': 1.0}
{'loss': 0.5702, 'grad_norm': 6.5, 'learning_rate': 0.0002, 'epoch': 1.01}
{'loss': 0.6134, 'grad_norm': 5.875, 'learning_rate': 0.0002, 'epoch': 1.07}
{'loss': 0.4428, 'grad_norm': 7.71875, 'learning_rate': 0.0002, 'epoch': 1.13}
{'loss': 0.5447, 'grad_norm': 7.375, 'learning_rate': 0.0002, 'epoch': 1.19}
{'loss': 0.503, 'grad_norm': 6.5625, 'learning_rate': 0.0002, 'epoch': 1.25}
{'loss': 0.5587, 'grad_norm': 6.75, 'learning_rate': 0.0002, 'epoch': 1.31}
{'loss': 0.5007, 'grad_norm': 5.65625, 'learning_rate': 0.0002, 'epoch': 1.37}
{'loss': 0.5556, 'grad_norm': 4.3125, 'learning_rate': 0.0002, 'epoch': 1.43}
{'loss': 0.4626, 'grad_norm': 7.0625, 'learning_rate': 0.0002, 'epoch': 1.49}
{'loss': 0.493, 'grad_norm': 4.375, 'learning_rate': 0.0002, 'epoch': 1.55}
{'loss': 0.5061, 'grad_norm': 3.609375, 'learning_rate': 0.0002, 'epoch': 1.61}
{'loss': 0.494, 'grad_norm': 5.8125, 'learning_rate': 0.0002, 'epoch': 1.67}
{'loss': 0.4355, 'grad_norm': 2.953125, 'learning_rate': 0.0002, 'epoch': 1.73}
{'loss': 0.5745, 'grad_norm': 3.625, 'learning_rate': 0.0002, 'epoch': 1.79}
{'loss': 0.5049, 'grad_norm': 2.984375, 'learning_rate': 0.0002, 'epoch': 1.85}
{'loss': 0.5458, 'grad_norm': 3.125, 'learning_rate': 0.0002, 'epoch': 1.91}
{'loss': 0.5192, 'grad_norm': 3.03125, 'learning_rate': 0.0002, 'epoch': 1.97}
{'eval_loss': 0.5534347891807556, 'eval_runtime': 28.1467, 'eval_samples_per_second': 24.195, 'eval_steps_per_second': 12.115, 'epoch': 2.0}
{'loss': 0.4567, 'grad_norm': 5.78125, 'learning_rate': 0.0002, 'epoch': 2.03}
{'loss': 0.3963, 'grad_norm': 4.75, 'learning_rate': 0.0002, 'epoch': 2.09}
{'loss': 0.3024, 'grad_norm': 6.09375, 'learning_rate': 0.0002, 'epoch': 2.15}
{'loss': 0.4948, 'grad_norm': 4.8125, 'learning_rate': 0.0002, 'epoch': 2.21}
{'loss': 0.3834, 'grad_norm': 3.140625, 'learning_rate': 0.0002, 'epoch': 2.27}
{'loss': 0.4276, 'grad_norm': 5.53125, 'learning_rate': 0.0002, 'epoch': 2.33}
{'loss': 0.3446, 'grad_norm': 7.25, 'learning_rate': 0.0002, 'epoch': 2.39}
{'loss': 0.3801, 'grad_norm': 2.953125, 'learning_rate': 0.0002, 'epoch': 2.45}
{'loss': 0.3094, 'grad_norm': 2.578125, 'learning_rate': 0.0002, 'epoch': 2.51}
{'loss': 0.3826, 'grad_norm': 4.8125, 'learning_rate': 0.0002, 'epoch': 2.57}
{'loss': 0.3414, 'grad_norm': 5.25, 'learning_rate': 0.0002, 'epoch': 2.63}
{'loss': 0.3755, 'grad_norm': 5.625, 'learning_rate': 0.0002, 'epoch': 2.69}
{'loss': 0.338, 'grad_norm': 4.625, 'learning_rate': 0.0002, 'epoch': 2.75}
{'loss': 0.4355, 'grad_norm': 5.8125, 'learning_rate': 0.0002, 'epoch': 2.81}
{'loss': 0.432, 'grad_norm': 4.59375, 'learning_rate': 0.0002, 'epoch': 2.87}
{'loss': 0.3743, 'grad_norm': 4.0625, 'learning_rate': 0.0002, 'epoch': 2.93}
{'loss': 0.3184, 'grad_norm': 4.1875, 'learning_rate': 0.0002, 'epoch': 2.99}
{'eval_loss': 0.6428114175796509, 'eval_runtime': 28.1116, 'eval_samples_per_second': 24.225, 'eval_steps_per_second': 12.13, 'epoch': 2.99}
{'train_runtime': 360.4108, 'train_samples_per_second': 5.569, 'train_steps_per_second': 1.39, 'train_loss': 0.581604312636895, 'epoch': 2.99}
{'loss': 1.4928, 'grad_norm': 10.1875, 'learning_rate': 5e-05, 'epoch': 0.12}
{'loss': 1.4599, 'grad_norm': 11.3125, 'learning_rate': 5e-05, 'epoch': 0.24}
{'loss': 1.4145, 'grad_norm': 13.9375, 'learning_rate': 5e-05, 'epoch': 0.36}
{'loss': 1.1799, 'grad_norm': 12.3125, 'learning_rate': 5e-05, 'epoch': 0.48}
{'loss': 1.225, 'grad_norm': 10.3125, 'learning_rate': 5e-05, 'epoch': 0.6}
{'loss': 1.1091, 'grad_norm': 8.5, 'learning_rate': 5e-05, 'epoch': 0.72}
{'loss': 1.0248, 'grad_norm': 10.5625, 'learning_rate': 5e-05, 'epoch': 0.84}
{'loss': 1.0152, 'grad_norm': 9.0625, 'learning_rate': 5e-05, 'epoch': 0.96}
{'eval_loss': 0.8053554892539978, 'eval_runtime': 28.2852, 'eval_samples_per_second': 24.076, 'eval_steps_per_second': 12.056, 'epoch': 0.99}
{'loss': 0.8396, 'grad_norm': 9.375, 'learning_rate': 5e-05, 'epoch': 1.07}
{'loss': 0.7782, 'grad_norm': 8.8125, 'learning_rate': 5e-05, 'epoch': 1.19}
{'loss': 0.7642, 'grad_norm': 5.8125, 'learning_rate': 5e-05, 'epoch': 1.31}
{'loss': 0.7353, 'grad_norm': 8.875, 'learning_rate': 5e-05, 'epoch': 1.43}
{'loss': 0.6623, 'grad_norm': 10.875, 'learning_rate': 5e-05, 'epoch': 1.55}
{'loss': 0.6744, 'grad_norm': 4.125, 'learning_rate': 5e-05, 'epoch': 1.67}
{'loss': 0.6621, 'grad_norm': 5.96875, 'learning_rate': 5e-05, 'epoch': 1.79}
{'loss': 0.6976, 'grad_norm': 10.625, 'learning_rate': 5e-05, 'epoch': 1.91}
{'eval_loss': 0.693373441696167, 'eval_runtime': 28.1439, 'eval_samples_per_second': 24.197, 'eval_steps_per_second': 12.116, 'epoch': 1.99}
{'loss': 0.6742, 'grad_norm': 7.34375, 'learning_rate': 5e-05, 'epoch': 2.03}
{'loss': 0.5498, 'grad_norm': 5.5625, 'learning_rate': 5e-05, 'epoch': 2.15}
{'loss': 0.5654, 'grad_norm': 3.125, 'learning_rate': 5e-05, 'epoch': 2.27}
{'loss': 0.5397, 'grad_norm': 6.96875, 'learning_rate': 5e-05, 'epoch': 2.39}
{'loss': 0.5341, 'grad_norm': 8.6875, 'learning_rate': 5e-05, 'epoch': 2.51}
{'loss': 0.5416, 'grad_norm': 6.03125, 'learning_rate': 5e-05, 'epoch': 2.63}
{'loss': 0.5563, 'grad_norm': 9.8125, 'learning_rate': 5e-05, 'epoch': 2.75}
{'loss': 0.591, 'grad_norm': 5.90625, 'learning_rate': 5e-05, 'epoch': 2.87}
{'eval_loss': 0.5506736040115356, 'eval_runtime': 28.1305, 'eval_samples_per_second': 24.209, 'eval_steps_per_second': 12.122, 'epoch': 2.97}
{'train_runtime': 355.8104, 'train_samples_per_second': 5.641, 'train_steps_per_second': 0.7, 'train_loss': 0.8333078847831512, 'epoch': 2.97}
{'loss': 1.3709, 'grad_norm': 9.0, 'learning_rate': 0.0002, 'epoch': 0.12}
{'loss': 1.2021, 'grad_norm': 11.1875, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 1.0024, 'grad_norm': 6.625, 'learning_rate': 0.0002, 'epoch': 0.36}
{'loss': 0.826, 'grad_norm': 9.375, 'learning_rate': 0.0002, 'epoch': 0.48}
{'loss': 0.9001, 'grad_norm': 14.375, 'learning_rate': 0.0002, 'epoch': 0.6}
{'loss': 0.7313, 'grad_norm': 7.84375, 'learning_rate': 0.0002, 'epoch': 0.72}
{'loss': 0.7286, 'grad_norm': 8.0625, 'learning_rate': 0.0002, 'epoch': 0.84}
{'loss': 0.6864, 'grad_norm': 6.59375, 'learning_rate': 0.0002, 'epoch': 0.96}
{'eval_loss': 0.6209638118743896, 'eval_runtime': 28.3102, 'eval_samples_per_second': 24.055, 'eval_steps_per_second': 12.045, 'epoch': 0.99}
{'loss': 0.6457, 'grad_norm': 7.21875, 'learning_rate': 0.0002, 'epoch': 1.07}
{'loss': 0.4982, 'grad_norm': 4.53125, 'learning_rate': 0.0002, 'epoch': 1.19}
{'loss': 0.6095, 'grad_norm': 5.5, 'learning_rate': 0.0002, 'epoch': 1.31}
{'loss': 0.5581, 'grad_norm': 7.03125, 'learning_rate': 0.0002, 'epoch': 1.43}
{'loss': 0.4665, 'grad_norm': 3.265625, 'learning_rate': 0.0002, 'epoch': 1.55}
{'loss': 0.5373, 'grad_norm': 4.09375, 'learning_rate': 0.0002, 'epoch': 1.67}
{'loss': 0.5144, 'grad_norm': 4.34375, 'learning_rate': 0.0002, 'epoch': 1.79}
{'loss': 0.5663, 'grad_norm': 6.03125, 'learning_rate': 0.0002, 'epoch': 1.91}
{'eval_loss': 0.5839225649833679, 'eval_runtime': 28.1361, 'eval_samples_per_second': 24.204, 'eval_steps_per_second': 12.12, 'epoch': 1.99}
{'loss': 0.5518, 'grad_norm': 5.71875, 'learning_rate': 0.0002, 'epoch': 2.03}
{'loss': 0.3586, 'grad_norm': 2.171875, 'learning_rate': 0.0002, 'epoch': 2.15}
{'loss': 0.3666, 'grad_norm': 2.28125, 'learning_rate': 0.0002, 'epoch': 2.27}
{'loss': 0.3792, 'grad_norm': 3.234375, 'learning_rate': 0.0002, 'epoch': 2.39}
{'loss': 0.3287, 'grad_norm': 5.1875, 'learning_rate': 0.0002, 'epoch': 2.51}
{'loss': 0.3682, 'grad_norm': 4.0, 'learning_rate': 0.0002, 'epoch': 2.63}
{'loss': 0.3671, 'grad_norm': 2.5625, 'learning_rate': 0.0002, 'epoch': 2.75}
{'loss': 0.4602, 'grad_norm': 4.8125, 'learning_rate': 0.0002, 'epoch': 2.87}
{'eval_loss': 0.5633953809738159, 'eval_runtime': 28.1257, 'eval_samples_per_second': 24.213, 'eval_steps_per_second': 12.124, 'epoch': 2.97}
{'train_runtime': 355.0792, 'train_samples_per_second': 5.652, 'train_steps_per_second': 0.701, 'train_loss': 0.616321193166526, 'epoch': 2.97}
{'loss': 1.5128, 'grad_norm': 10.25, 'learning_rate': 5e-05, 'epoch': 0.24}
{'loss': 1.3936, 'grad_norm': 11.375, 'learning_rate': 5e-05, 'epoch': 0.48}
{'loss': 1.2957, 'grad_norm': 7.71875, 'learning_rate': 5e-05, 'epoch': 0.72}
{'loss': 1.2278, 'grad_norm': 7.125, 'learning_rate': 5e-05, 'epoch': 0.96}
{'eval_loss': 1.0333585739135742, 'eval_runtime': 28.3515, 'eval_samples_per_second': 24.02, 'eval_steps_per_second': 12.028, 'epoch': 0.98}
{'loss': 1.0419, 'grad_norm': 7.5, 'learning_rate': 5e-05, 'epoch': 1.19}
{'loss': 0.9635, 'grad_norm': 6.59375, 'learning_rate': 5e-05, 'epoch': 1.43}
{'loss': 0.8382, 'grad_norm': 6.8125, 'learning_rate': 5e-05, 'epoch': 1.67}
{'loss': 0.8128, 'grad_norm': 6.09375, 'learning_rate': 5e-05, 'epoch': 1.91}
{'eval_loss': 0.7241300344467163, 'eval_runtime': 28.1498, 'eval_samples_per_second': 24.192, 'eval_steps_per_second': 12.114, 'epoch': 1.98}
{'loss': 0.7484, 'grad_norm': 5.25, 'learning_rate': 5e-05, 'epoch': 2.15}
{'loss': 0.7011, 'grad_norm': 5.28125, 'learning_rate': 5e-05, 'epoch': 2.39}
{'loss': 0.6295, 'grad_norm': 4.28125, 'learning_rate': 5e-05, 'epoch': 2.63}
{'loss': 0.6478, 'grad_norm': 3.609375, 'learning_rate': 5e-05, 'epoch': 2.87}
{'eval_loss': 0.6002988815307617, 'eval_runtime': 28.179, 'eval_samples_per_second': 24.167, 'eval_steps_per_second': 12.101, 'epoch': 2.94}
{'train_runtime': 351.2528, 'train_samples_per_second': 5.714, 'train_steps_per_second': 0.35, 'train_loss': 0.9756399926131334, 'epoch': 2.94}
{'loss': 1.3605, 'grad_norm': 8.125, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 1.0657, 'grad_norm': 8.125, 'learning_rate': 0.0002, 'epoch': 0.48}
{'loss': 0.917, 'grad_norm': 11.4375, 'learning_rate': 0.0002, 'epoch': 0.72}
{'loss': 0.8179, 'grad_norm': 10.75, 'learning_rate': 0.0002, 'epoch': 0.96}
{'eval_loss': 0.6627357006072998, 'eval_runtime': 28.3277, 'eval_samples_per_second': 24.04, 'eval_steps_per_second': 12.038, 'epoch': 0.98}
{'loss': 0.6677, 'grad_norm': 9.4375, 'learning_rate': 0.0002, 'epoch': 1.19}
{'loss': 0.622, 'grad_norm': 7.21875, 'learning_rate': 0.0002, 'epoch': 1.43}
{'loss': 0.5773, 'grad_norm': 5.3125, 'learning_rate': 0.0002, 'epoch': 1.67}
{'loss': 0.5771, 'grad_norm': 4.25, 'learning_rate': 0.0002, 'epoch': 1.91}
{'eval_loss': 0.6007124781608582, 'eval_runtime': 28.1569, 'eval_samples_per_second': 24.186, 'eval_steps_per_second': 12.111, 'epoch': 1.98}
{'loss': 0.5233, 'grad_norm': 2.796875, 'learning_rate': 0.0002, 'epoch': 2.15}
{'loss': 0.4461, 'grad_norm': 4.21875, 'learning_rate': 0.0002, 'epoch': 2.39}
{'loss': 0.4155, 'grad_norm': 3.203125, 'learning_rate': 0.0002, 'epoch': 2.63}
{'loss': 0.469, 'grad_norm': 2.890625, 'learning_rate': 0.0002, 'epoch': 2.87}
{'eval_loss': 0.5533269643783569, 'eval_runtime': 28.1195, 'eval_samples_per_second': 24.218, 'eval_steps_per_second': 12.127, 'epoch': 2.94}
{'train_runtime': 350.7657, 'train_samples_per_second': 5.722, 'train_steps_per_second': 0.351, 'train_loss': 0.697922581579627, 'epoch': 2.94}
{'loss': 1.5105, 'grad_norm': 16.375, 'learning_rate': 5e-05, 'epoch': 0.06}
{'loss': 1.4868, 'grad_norm': 14.375, 'learning_rate': 5e-05, 'epoch': 0.12}
{'loss': 1.3656, 'grad_norm': 14.125, 'learning_rate': 5e-05, 'epoch': 0.18}
{'loss': 1.4013, 'grad_norm': 17.0, 'learning_rate': 5e-05, 'epoch': 0.24}
{'loss': 1.303, 'grad_norm': 16.5, 'learning_rate': 5e-05, 'epoch': 0.3}
{'loss': 1.2214, 'grad_norm': 19.0, 'learning_rate': 5e-05, 'epoch': 0.36}
{'loss': 1.0906, 'grad_norm': 14.3125, 'learning_rate': 5e-05, 'epoch': 0.42}
{'loss': 0.9746, 'grad_norm': 10.4375, 'learning_rate': 5e-05, 'epoch': 0.48}
{'loss': 1.1405, 'grad_norm': 9.6875, 'learning_rate': 5e-05, 'epoch': 0.54}
{'loss': 1.0841, 'grad_norm': 16.75, 'learning_rate': 5e-05, 'epoch': 0.6}
{'loss': 0.8496, 'grad_norm': 11.0625, 'learning_rate': 5e-05, 'epoch': 0.66}
{'loss': 0.915, 'grad_norm': 10.25, 'learning_rate': 5e-05, 'epoch': 0.72}
{'loss': 0.8951, 'grad_norm': 9.0625, 'learning_rate': 5e-05, 'epoch': 0.78}
{'loss': 0.843, 'grad_norm': 16.625, 'learning_rate': 5e-05, 'epoch': 0.84}
{'loss': 0.9008, 'grad_norm': 23.5, 'learning_rate': 5e-05, 'epoch': 0.9}
{'loss': 0.7587, 'grad_norm': 12.375, 'learning_rate': 5e-05, 'epoch': 0.96}
{'eval_loss': 0.6470043063163757, 'eval_runtime': 28.3449, 'eval_samples_per_second': 24.025, 'eval_steps_per_second': 12.03, 'epoch': 1.0}
{'loss': 0.6882, 'grad_norm': 5.125, 'learning_rate': 5e-05, 'epoch': 1.01}
{'loss': 0.722, 'grad_norm': 15.875, 'learning_rate': 5e-05, 'epoch': 1.07}
{'loss': 0.637, 'grad_norm': 9.4375, 'learning_rate': 5e-05, 'epoch': 1.13}
{'loss': 0.6371, 'grad_norm': 8.4375, 'learning_rate': 5e-05, 'epoch': 1.19}
{'loss': 0.6095, 'grad_norm': 8.5, 'learning_rate': 5e-05, 'epoch': 1.25}
{'loss': 0.6418, 'grad_norm': 12.875, 'learning_rate': 5e-05, 'epoch': 1.31}
{'loss': 0.5974, 'grad_norm': 9.1875, 'learning_rate': 5e-05, 'epoch': 1.37}
{'loss': 0.6387, 'grad_norm': 6.875, 'learning_rate': 5e-05, 'epoch': 1.43}
{'loss': 0.6159, 'grad_norm': 12.8125, 'learning_rate': 5e-05, 'epoch': 1.49}
{'loss': 0.6041, 'grad_norm': 6.625, 'learning_rate': 5e-05, 'epoch': 1.55}
{'loss': 0.6194, 'grad_norm': 7.4375, 'learning_rate': 5e-05, 'epoch': 1.61}
{'loss': 0.5841, 'grad_norm': 5.75, 'learning_rate': 5e-05, 'epoch': 1.67}
{'loss': 0.5254, 'grad_norm': 6.375, 'learning_rate': 5e-05, 'epoch': 1.73}
{'loss': 0.6246, 'grad_norm': 7.90625, 'learning_rate': 5e-05, 'epoch': 1.79}
{'loss': 0.5803, 'grad_norm': 5.40625, 'learning_rate': 5e-05, 'epoch': 1.85}
{'loss': 0.6239, 'grad_norm': 5.1875, 'learning_rate': 5e-05, 'epoch': 1.91}
{'loss': 0.6064, 'grad_norm': 5.09375, 'learning_rate': 5e-05, 'epoch': 1.97}
{'eval_loss': 0.5739230513572693, 'eval_runtime': 28.1343, 'eval_samples_per_second': 24.205, 'eval_steps_per_second': 12.12, 'epoch': 2.0}
{'loss': 0.5544, 'grad_norm': 9.6875, 'learning_rate': 5e-05, 'epoch': 2.03}
{'loss': 0.491, 'grad_norm': 6.65625, 'learning_rate': 5e-05, 'epoch': 2.09}
{'loss': 0.4365, 'grad_norm': 9.5625, 'learning_rate': 5e-05, 'epoch': 2.15}
{'loss': 0.5633, 'grad_norm': 5.625, 'learning_rate': 5e-05, 'epoch': 2.21}
{'loss': 0.5179, 'grad_norm': 4.78125, 'learning_rate': 5e-05, 'epoch': 2.27}
{'loss': 0.5091, 'grad_norm': 6.875, 'learning_rate': 5e-05, 'epoch': 2.33}
{'loss': 0.4356, 'grad_norm': 6.03125, 'learning_rate': 5e-05, 'epoch': 2.39}
{'loss': 0.4744, 'grad_norm': 7.0625, 'learning_rate': 5e-05, 'epoch': 2.45}
{'loss': 0.4467, 'grad_norm': 6.1875, 'learning_rate': 5e-05, 'epoch': 2.51}
{'loss': 0.4552, 'grad_norm': 8.0625, 'learning_rate': 5e-05, 'epoch': 2.57}
{'loss': 0.4007, 'grad_norm': 7.34375, 'learning_rate': 5e-05, 'epoch': 2.63}
{'loss': 0.4991, 'grad_norm': 9.0, 'learning_rate': 5e-05, 'epoch': 2.69}
{'loss': 0.3962, 'grad_norm': 6.875, 'learning_rate': 5e-05, 'epoch': 2.75}
{'loss': 0.5615, 'grad_norm': 10.625, 'learning_rate': 5e-05, 'epoch': 2.81}
{'loss': 0.5186, 'grad_norm': 9.875, 'learning_rate': 5e-05, 'epoch': 2.87}
{'loss': 0.5135, 'grad_norm': 6.34375, 'learning_rate': 5e-05, 'epoch': 2.93}
{'loss': 0.4397, 'grad_norm': 5.40625, 'learning_rate': 5e-05, 'epoch': 2.99}
{'eval_loss': 0.5725343823432922, 'eval_runtime': 28.0984, 'eval_samples_per_second': 24.236, 'eval_steps_per_second': 12.136, 'epoch': 2.99}
{'train_runtime': 361.1169, 'train_samples_per_second': 5.558, 'train_steps_per_second': 1.387, 'train_loss': 0.7295737130318335, 'epoch': 2.99}
{'loss': 1.3582, 'grad_norm': 12.3125, 'learning_rate': 0.0002, 'epoch': 0.06}
{'loss': 1.2685, 'grad_norm': 13.8125, 'learning_rate': 0.0002, 'epoch': 0.12}
{'loss': 1.0989, 'grad_norm': 15.75, 'learning_rate': 0.0002, 'epoch': 0.18}
{'loss': 1.0431, 'grad_norm': 16.125, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 0.8726, 'grad_norm': 8.1875, 'learning_rate': 0.0002, 'epoch': 0.3}
{'loss': 0.8459, 'grad_norm': 12.3125, 'learning_rate': 0.0002, 'epoch': 0.36}
