entity_group,score,word,start,end
B,0.57506484,normal,58,65
B,0.7547865,he,69,72
B,0.7905891,feb,76,80
B,0.47640446,3,112,113
B,0.6993244,Wound swab grew Pse,0,19
I,0.5961052,aerugin,27,35
B,0.44964492,thy,7,11
I,0.42026484,roid,11,15
B,0.72657335,ectomy,15,21
B,0.75206465,realized,25,34
B,0.7366907,euroscore,14,24
B,0.870358,6,28,30
B,0.6981167,history,9,17
B,0.6665984,use,28,32
B,0.68886393,pe,57,60
B,0.7813215,ort,91,94
B,0.99043137,am,128,130
B,0.92480445,ast,148,151
I,0.8130001,G,173,175
B,0.65509486,diameter,3,12
I,0.7597831,larger lymph node,19,37
B,0.8473799,,43,44
I,0.7560533,cm,45,48
B,0.84113437,Examination,0,11
B,0.58818483,el,34,37
B,0.7166544,limitation,50,61
B,0.68181586,elevation,64,74
I,0.8937644,left eye,81,90
B,0.6024471,looking,95,103
B,0.78314984,elevation,123,133
I,0.7010294,eye,145,149
I,0.46843225,left gaze,168,178
B,0.81919456,The,0,3
I,0.9473745,patient,3,11
B,0.5994218,went lap,17,25
I,0.39129928,aro,25,28
B,0.46348163,LE,52,54
B,0.62195617,surgery,57,65
B,0.7312443,scan revealed,13,27
B,0.7638081,ometry,30,36
B,0.6405367,4,39,41
I,0.64465487,th centile,42,53
B,0.5579675,score,65,71
B,0.66129905,5,76,77
B,0.59439653,labour,102,109
B,0.86105335,indicated,32,42
I,0.56739473,icard,133,138
I,0.62241507,avity,143,148
B,0.7295297,episodes,4,13
B,0.8999561,recovery,37,46
B,0.6786439,three,49,55
B,0.4815908,four,59,64
I,0.76281774,months',64,72
B,0.83405316,recovery,107,116
B,0.8781444,cinoembry,85,94
B,0.8689131,CA,107,110
B,0.7338078,CA ,116,120
B,0.85218406,epididym,134,143
B,0.5816168,diagnosis,3,13
B,0.5764717,lup,25,29
B,0.8249301,erythe,32,38
B,0.5335305,os,41,43
B,0.7206857,established,49,61
B,0.93910694,hemolyt,70,78
B,0.58498967,em,83,85
B,0.60894316,ser,88,92
I,0.46924633,os,92,94
B,0.7559613,itis,94,98
B,0.6229418,radiographic,29,42
B,0.9571135,hist,43,48
B,0.92448807,ist,73,76
B,0.7257353,features,85,94
B,0.82496786,thy,127,131
B,0.82772964,leiomy,135,142
I,0.6616542,os,142,144
B,0.7025337,ar,144,146
B,0.96967757,She,0,3
B,0.96591204,weaned,7,14
B,0.5445949,vent,22,27
I,0.6016495,ator,29,33
B,0.8137827,,39,40
I,0.90740037,hours,41,47
B,0.84640414,support,61,69
B,0.76348454,dis,73,77
B,0.59725547,ued,83,86
B,0.76592386,,92,93
I,0.97936547,hours,95,101
I,0.5375211,ankle,3,9
B,0.90106964,noted,13,19
B,0.6214971,edemat,34,41
B,0.62297076,warm,49,54
B,0.6770749,touch,61,67
B,0.79580134,diff,72,77
B,0.41396937,tender,82,89
B,0.84103864,palpation,92,102
B,0.60097426,The,0,3
I,0.8876438,patient,3,11
B,0.68485236,hematemesis,34,46
B,0.7948098,melena,49,56
B,0.9333081,cast,3,8
B,0.8883538,removed six,12,24
I,0.85124344,weeks,24,30
B,0.68751943,surgery,36,44
I,0.72250706,ARS,1,4
I,0.47571927,-,8,9
I,0.9406402,poly,32,37
B,0.98585886,RT,60,62
B,0.9904606,nas,70,74
B,0.8669717,ary,77,80
I,0.9999771,n,80,81
B,0.7785516,ge,81,83
I,0.55806875,sw,85,88
B,0.9426042,negative,94,103
I,0.9986224,(,122,124
I,0.9032633,g,125,126
B,0.9968747,M,126,127
B,0.8211029,G,134,135
B,0.877263,negative,145,154
B,0.7609116,ne,3,6
B,0.6212121,period,12,19
B,0.59394354,unremarkable,23,36
B,0.57528687,history,11,19
B,0.56047094,remarkable,26,36
B,0.6739889,he,40,43
I,0.4363921,am,69,71
B,0.5212672,code,74,79
B,0.5800326,inflam,92,98
B,0.4245869,pain,118,123
B,0.673839,categor,12,20
B,0.72319007,Report,42,49
B,0.8444497,pregnancy,3,13
B,0.6373987,remarkable,20,30
B,0.8393618,risk,49,54
B,0.769838,3,58,60
I,0.7445592,.6 weeks,61,69
B,0.40327144,gest,72,77
B,0.7753641,He recovered well,0,17
B,0.8579921,ten,21,25
I,0.9023288,weeks,25,31
B,0.6346253,operation,41,51
B,0.4696038,knee,75,80
B,0.68454796,movement,96,105
B,0.7510975,flexion increased,110,128
B,0.51723105,3,133,134
I,0.5845328,degrees,135,143
B,0.7093011,equal,153,159
I,0.4679563,left,174,179
B,0.41749078,knee,179,184
B,0.61809725,A,0,1
I,0.5038125,5,1,3
I,0.82578325,-year-old female patient,4,28
B,0.81412065,admitted,32,41
I,0.66071874,mo,77,80
B,0.57346535,decreased appetite,91,110
B,0.56380916,ausea,113,118
B,0.69287926,vomiting,119,128
B,0.7195508,weight loss,133,145
B,0.67848814,progressed,152,163
B,0.64867425,feeding ,180,189
I,0.9015331,d,190,192
B,0.48088634,visit,205,211
B,0.56983244,marked chemosis bil,10,30
I,0.3602327,worst,38,44
B,0.41195288,the,47,51
I,0.79984486,right.,51,58
B,0.585861,Im,0,2
B,0.78581476,histochem,7,16
B,0.8999732,aining,23,29
B,0.81272125,mon,55,58
I,0.34353933,des,59,63
B,0.9236709,min,63,66
B,0.7656661,PanCK,67,73
B,0.70198476,K5,76,78
B,0.74215573,7,84,85
B,0.6954334,ogenin,89,95
B,0.63475496,epithel,96,104
I,0.4738175,membr,107,113
B,0.6889777,ane,113,116
B,0.97190464,igen,120,124
B,0.5738511,E,126,127
B,0.90948534,EA,133,135
B,0.763317,thy,136,140
B,0.6885548,factor,158,165
B,0.96650344,atin,185,189
B,0.757739,in,208,210
B,0.77574825,A,223,224
B,0.83474946,CD ,240,244
B,0.9476377,CD,247,250
B,0.953819,CD,252,255
B,0.833153,CD ,258,262
B,0.9455631,CD,265,268
B,0.65371555,5,270,271
B,0.8870392,CD,272,275
B,0.5166062,AL,278,281
I,0.49166366,K,281,282
B,0.74191946,,301,302
B,0.68189627,protein,304,312
B,0.90077394,performed,316,326
B,0.5903833,oed,3,7
B,0.75434893,resolved,10,19
B,0.8065476,day,33,37
I,0.5439428,,37,38
B,0.73581624,treatment,43,53
B,0.89556944,he,58,61
B,0.77326816,discharged,65,76
B,0.8101815,day,79,83
I,0.6498072,18.,83,87
B,0.5233512,Res,0,3
B,0.90188646,examinations,44,57
B,0.64384955,unremarkable,62,75
I,0.7987501,deep lobe of,3,16
I,0.71837413,parotid gland,20,34
B,0.825524,removed,38,46
I,0.7694603,left cervical lymph node,70,95
B,0.7690091,dissection,95,106
I,0.47409487,ip,149,151
I,0.60401756,tissue.,165,173
B,0.7551742,A,0,1
I,0.7082059,26 years old nulliparous woman,1,32
B,0.9216246,presented,32,42
B,0.79555273,observation,49,61
I,0.56397265,-sided epistaxis,78,94
B,0.5645669,limiting,105,113
B,0.506333,st,9,12
B,0.46767882,tumour,43,50
B,0.8717378,T,54,56
I,0.56666446,M,60,62
B,0.79807675,examination demonstrated,11,36
I,0.5269655,es,54,57
I,0.43946698,ag,60,62
B,0.41270012,tum,110,114
I,0.49103966,dysplasia,184,194
B,0.5783455,positive,208,217
I,0.44777083,ist,258,261
I,0.46736878,anoma,292,297
B,0.93040377,He,0,2
B,0.6229636,history,16,24
B,0.57283914,diabetes mell,27,41
I,0.42774457,itus,41,45
B,0.56045365,hy,46,49
B,0.57013977,ension,53,59
B,0.9430995,he,63,66
B,0.71804494,amputated,70,80
I,0.6896968,leg,86,90
I,0.37387672,fem,98,101
I,0.51994485,am,105,108
B,0.5669082,putation,108,116
B,0.5148756,diabetic,121,130
I,0.64269423,arteriopathy,130,143
B,0.5013293,six,143,147
I,0.9265706,months,147,154
B,0.46467763,ven,186,190
I,0.4863507,thrombosis,193,204
I,0.75626045,5th day,15,23
B,0.8117748,admission,26,36
B,0.6351813,che,42,46
B,0.5449498,is,49,51
B,0.7239665,resolved,55,64
I,0.7096404,eye lid,89,97
B,0.6217739,opening,97,105
B,0.62195146,our,9,13
I,0.70384336,patient,13,21
B,0.75092274,symptoms,39,48
B,0.9390023,August,54,61
I,0.6542336,,61,62
I,0.5679981,19.,64,67
B,0.6485076,admission,14,24
I,0.47378272,os,133,135
B,0.8050376,spleen,3,10
B,0.9053793,palpable,18,27
B,0.53706384,reson,17,23
B,0.6660808,i,31,32
B,0.5578569,admission,61,71
B,0.79647267,leuk,105,110
B,0.6760208,calc,127,132
I,0.42101082,gang,151,156
B,0.6854087,cort,163,168
B,0.46152088,phy,177,180
B,0.5727098,Tum,0,3
I,0.5201967,cells,5,11
B,0.9465808,yp,18,20
B,0.55473316,nucle,37,43
I,0.4719733,i,43,44
I,0.7413635,left fallopian tube,3,23
B,0.5448721,gross,27,33
B,0.73487484,remarkable,38,48
I,0.9426231,left ovary,56,67
B,0.6394002,rophied,74,81
I,0.99374676,re,3,6
B,0.9994522,se,6,8
I,0.47597843,ion,16,19
B,0.8746144,7,50,51
B,0.82556075,metast,88,95
I,0.93069655,l,119,121
I,0.8574304,ph,123,125
B,0.98070276,cin,172,175
B,0.8057916,She,0,3
B,0.8682318,aception,19,27
B,0.8284297,5,31,33
I,0.9788954,years,33,39
B,0.7082577,She tested negative,0,19
B,0.4552013,immun,28,34
I,0.49012822,viruses,45,53
B,0.45870915,IV,56,58
B,0.5774626,H,63,65
B,0.5823014,The,0,3
I,0.95568717,child,3,9
B,0.7475393,admitted,13,22
B,0.54285413,monitoring,93,104
B,0.883037,Examination,0,11
B,0.55966675,normal,36,43
B,0.49875173,dilatation,44,55
B,0.48187852,heter,66,72
I,0.36657986,ogen,72,76
B,0.48560515,y echo,76,82
B,0.91464686,She,0,3
B,0.92557055,pain,12,17
B,0.7013218,defecation,20,31
B,0.68025434,night swe,32,42
I,0.55101043,ats,42,45
B,0.7848524,fever,49,55
I,0.4118118,end,5,9
B,0.5047967,copy,11,15
B,0.7251338,showed,20,27
I,0.4585591,tumor,40,46
B,0.74506724,obstruction,63,75
B,0.44381616,gas,82,86
I,0.442529,let,94,97
B,0.50603205,Her,0,3
I,0.80429846,men,3,7
B,0.6722683,arche,7,12
B,0.6233466,age 12,19,26
B,0.58641183,examination,17,29
B,0.7579312,ting,42,46
B,0.8772295,or,57,59
B,0.7689531,jau,71,75
B,0.77417433,ice,77,80
B,0.46899706,hy,89,92
B,0.5410574,ated,94,98
B,0.6289388,ebrile,102,108
B,0.62657565,lym,124,128
I,0.9630493,ph,128,130
B,0.93553257,He,0,2
B,0.81985325,student,8,16
I,0.72368824,mes,8,12
B,0.6542506,entery,12,18
B,0.89139426,thickened,22,32
B,0.52944565,Dop,0,3
B,0.6689937,trasound,10,18
B,0.5450404,lower,36,42
I,0.4416364,b,46,47
B,0.69253093,rombosis,72,80
I,0.5490297,X,94,96
B,0.49487787,lym,117,121
I,0.4356223,ph,121,123
B,0.7190973,aden,123,127
B,0.6410696,The,0,3
I,0.89385945,patient,3,11
B,0.54989994,iotic,19,24
B,0.6350932,substituted,33,45
I,0.6035029,cin,64,67
B,0.65101516,three,71,77
I,0.78286827,weeks,77,83
B,0.70115316,positive,4,13
I,0.5768648,T,17,19
B,0.49871963,PH,19,21
B,0.65246046,decision,4,13
B,0.6411581,umour,1,6
B,0.6302253,friable,10,18
B,0.57555145,removed,26,34
B,0.6831477,dissection,53,64
B,0.52790433,The,0,3
I,0.87232155,baby,3,8
B,0.6543486,pregnancy delivered,49,69
B,0.96175724,examination,8,20
B,0.56840587,remarkable,27,37
B,0.7593672,hypok,65,71
B,0.86326665,rep,81,85
B,0.801671,disturb,96,104
B,0.5342569,ography,134,141
B,0.5901995,sup,174,178
I,0.6076653,trunks,185,192
B,0.6768412,Se,0,2
B,0.79462564,revealed,8,17
B,0.7238997,trabec,29,36
B,0.43622887,eos,82,86
I,0.6008065,cytoplasm,95,105
B,0.5002245,nucle,121,127
I,0.57439625,i,127,128
I,0.47766766,nucleoli,144,153
B,0.63490903,performed object,16,33
B,0.60250384,iet,52,55
B,0.562346,che,60,63
B,0.5976831,ening,101,106
B,0.9421419,sept,113,118
B,0.8441582,bronch,132,139
B,0.69691455,d,142,144
B,0.9727983,sign,159,164
B,0.9772185,neum,169,173
B,0.78053606,COVID,189,195
B,0.53093183,infection,198,208
B,0.81512225,ultras,219,226
I,0.6810568,ab,247,250
B,0.68778205,ities,256,261
B,0.9185937,surgery,5,13
B,0.6673702,the,14,18
I,0.80393475,patient,18,26
B,0.9363168,diagnosed,30,40
I,0.61666673,ngeal abscess,58,71
I,0.6679284,lymphang,93,102
B,0.85354215,scan showed,13,25
B,0.612793,measuring 1,38,50
I,0.525212,cm x,53,57
I,0.6663033,uterine fundus,82,97
B,0.4984383,extending,101,111
I,0.67507523,left adne,118,128
B,0.433896,xa,128,130
B,0.9301669,She,0,3
B,0.9010718,diagnosed,7,17
I,0.43524402,car,33,37
B,0.49171984,cinoma,37,43
B,0.54568875,started,47,55
B,0.53857243,otherapy,74,82
B,0.60766506,radiation,86,96
B,0.9129975,She,0,3
B,0.594897,commenced,12,22
B,0.6256845,2,25,27
I,0.82398564,hour,27,32
B,0.49284306,cip,34,38
B,0.5031902,lo,41,43
B,0.56226784,c,80,82
B,0.5063002,lox,87,90
B,0.6154301,3,97,98
B,0.418538,w,99,101
B,0.6679718,v,102,103
B,0.5590891,night,128,134
B,0.82090294,She received,0,12
B,0.7852063,otherapy,26,34
B,0.7810806,died,38,43
B,0.5049397,met,60,64
I,0.44962636,disease,71,79
B,0.860082,scan showed,6,18
B,0.5725104,tum,26,30
B,0.6263946,6,35,36
I,0.6917357,body,66,71
B,0.43080175,tail,75,80
I,0.4377655,p,83,85
I,0.493019,re,88,90
B,0.52945834,metastasis,112,123
B,0.60112166,cultures resulted negative,3,30
B,0.8288034,constraints,16,28
B,0.65924335,ography,92,99
B,0.7495924,assessment revealed,10,30
I,0.5271193,/,38,39
I,0.7657552,/,58,59
B,0.9190816,ate,65,68
B,0.55008376,,72,73
I,0.5335506,IN,83,86
B,0.3956571,R,86,87
B,0.78516144,hypoglyce,106,116
B,0.54105175,day ,26,31
B,0.4768171,ation,49,54
B,0.5893178,ventilation,69,81
B,0.50550747,diagnosis,3,13
I,0.43371892,en,27,30
B,0.37910935,y,41,42
B,0.5900162,retained,46,55
B,0.94061154,examination revealed,8,29
I,0.6149126,goiter,44,51
B,0.6656226,referral,37,46
I,0.93073064,child,69,75
B,0.89211226,amy,92,95
B,0.65901846,improvement 6,153,167
I,0.47074923,days,167,172
B,0.8864171,presentation,181,194
B,0.5467167,refer,209,215
I,0.6119277,membr,21,27
B,0.36422226,turb,39,44
B,0.41041294,fluid,46,52
B,0.57409805,pert,58,63
B,0.6856616,jun,73,77
I,0.5231978,bone cartilage,82,97
I,0.5618496,us,108,110
I,0.5232252,les,32,36
I,0.81103146,patient,74,82
I,0.5566526,-,87,88
I,0.66504097,excret,114,121
B,0.5222325,ion,121,124
B,0.48389623,symptoms,151,160
B,0.59059954,signs,164,170
B,0.667862,cort,179,183
B,0.8200621,ole,185,188
B,0.641724,distribution,11,24
B,0.5488758,lym,31,35
I,0.48516726,ph node,35,42
B,0.4985767,ast,51,54
B,0.73294914,distribution,62,75
I,0.48650077,auditory canal,91,106
I,0.3987004,carcin,126,133
B,0.46999615,tumor,3,9
B,0.7908102,diagnosed,21,31
I,0.94821215,days,12,17
B,0.7135637,she started bleeding,17,38
B,0.65620476,packed,64,71
B,0.53902644,ue,79,81
B,0.706399,tam,85,89
B,0.50152355,,105,106
I,0.5586239,red cell packs,107,122
B,0.7310038,given,127,133
B,0.81870097,She,0,3
B,0.7138101,went,9,13
B,0.5884478,p,15,17
B,0.62837565,preserv,24,31
B,0.5651572,whip,34,39
B,0.48082018,re,42,45
B,0.58989,l,57,59
B,0.6454124,dissection,68,79
B,0.5865467,Follow,0,6
B,0.82868177,outcomes,13,22
B,0.7066626,feb,23,27
I,0.6092379,rile peaks,27,37
B,0.7304615,persisted,37,47
I,0.70109653,three days,64,75
B,0.6498197,history,19,27
B,0.6711935,LE,32,34
B,0.9616977,She,0,3
B,0.78119075,discharged home ,7,24
I,0.6343243,2 weeks post,24,36
B,0.7000222,lap,2,6
B,0.81248456,inspection,15,26
B,0.8510723,c,31,33
B,0.5542432,found,40,46
I,0.77379316,left fallopian tube,105,125
B,0.73422164,care physician,11,26
B,0.7370602,suspected,40,50
B,0.69468117,fracture,58,67
B,0.83331704,agnosis,2,9
B,0.72264016,commencement,13,26
B,0.88346213,treatment,29,39
B,0.74165106,delayed,43,51
B,0.64847016,axis,8,12
B,0.7149194,labour,28,35
B,0.58313656,ces,46,50
B,0.87067425,The,0,3
I,0.9279097,patient,3,11
B,0.72429293,care,33,38
B,0.74531364,met,4,7
B,0.88683593,sliced,11,18
B,0.6662259,leak,61,66
B,0.38551483,bro,74,77
I,0.43469524,sp,77,79
I,0.6077821,fluid,83,89
B,0.58069736,,21,22
I,0.8668048,3-year-,23,30
B,0.9449992,cin,67,70
B,0.6343133,7 mm,89,93
B,0.57676256,diameter,96,105
B,0.6572742,reat,141,145
I,0.8889342,l,147,149
I,0.86718935,ph,151,153
B,0.7255989,ast,162,165
I,0.49689728,breast,9,16
B,0.94707835,exam,16,21
B,0.73261654,negative,25,34
B,0.57970154,evidence,60,69
B,0.6862626,ax,72,75
I,0.68469363,lymph,81,87
B,0.48918483,involvement,92,104
B,0.9720177,hist,3,8
B,0.9250305,cin,75,78
B,0.88724464,ist,99,102
B,0.54710716,hem,104,107
B,0.86111903,ren,177,180
B,0.8904568,Pain,0,4
B,0.8871773,marked,8,15
B,0.8543849,reduced post delivery,17,39
B,0.65154624,discharged home,47,63
B,0.7806016,5,69,71
I,0.9441645,days,71,76
B,0.7257526,identification,14,29
B,0.5231952,ion,89,93
I,0.7122114,ALDI-TOF MS,136,147
B,0.92072594,She,0,3
B,0.76557076,booked,7,14
B,0.80796576,visit,30,36
B,0.757252,Resp,0,4
B,0.66107434,card,12,17
B,0.79192936,examinations,44,57
B,0.5287033,able,71,75
I,0.47086802,cat,22,26
B,0.58967936,ell,26,29
B,0.6472664,shield,31,38
B,0.6624523,applied,42,50
B,0.7458364,bil,64,68
B,0.5839238,The,0,3
I,0.84048253,patient,3,11
B,0.6483286,treated,15,23
B,0.64530194,Sand,42,47
B,0.4914353,ide,68,71
I,0.48158833,pregn,94,100
B,0.71657926,She,0,3
B,0.80640966,reviewed,12,21
B,0.56885964,clinic,24,31
B,0.5224574,ina,55,58
B,0.5982755,the,2,6
I,0.67789096,week,13,18
I,0.93771183,patient,3,11
B,0.64799225,comm,15,20
B,0.93622583,treatment,36,46
B,0.6774935,et,53,55
B,0.7877079,cort,139,144
B,0.663661,lesions improved,3,20
B,0.6790484,incision,36,45
B,0.7431768,drainage,49,58
B,0.5187832,administration,63,78
B,0.5948731,iot,87,90
B,0.8860663,She,0,3
B,0.8076089,prepared,7,16
B,0.6981365,expl,20,25
B,0.50318563,lapar,32,38
B,0.46193716,omy,40,43
B,0.7856946,Faec,0,4
B,0.61650336,limited,19,27
B,0.6520612,mobility,31,40
B,0.6244748,scan indicated ben,2,21
I,0.4360423,varian,26,32
B,0.56811416,c,32,34
B,0.3681012,tum,39,43
B,0.70563304,9,11,13
I,0.8021674,-year-old male child,13,33
B,0.8173797,referred,41,50
B,0.6768561,elling,64,70
B,0.6570984,posterior,77,87
B,0.6261017,peated imaging,2,16
I,0.4663065,pit,23,27
I,0.60539544,gland,33,39
B,0.4179422,chest,40,46
B,0.51726,pel,50,54
I,0.6804662,vis,54,57
B,0.50121576,failed,63,70
I,0.46642634,mass,3,8
B,0.7844611,firm,12,17
B,0.5586468,immobile,18,27
B,0.59481883,attached,57,66
I,0.49581414,skin,79,84
B,0.45696774,She,0,3
B,0.5666443,comm,7,12
B,0.5344865,,38,39
I,0.6880927,gau,60,64
B,0.68167853,placed,100,107
B,0.8548559,prol,116,121
B,0.8866592,pe,139,141
B,0.4658668,h,164,165
B,0.6597607,osis,23,27
B,0.8610887,studies,16,24
B,0.63958174,count,39,45
B,0.6248508,mark,62,67
B,0.67414266,elevated,80,89
B,0.9065302,examination,17,29
B,0.3858903,par,36,40
I,0.46820945,ub,42,44
I,0.66741467,c,46,48
B,0.7589771,revealed,51,60
B,0.82008064,yp,80,82
B,0.48151258,les,85,89
I,0.3655866,ions,89,93
I,0.7215242,surface,109,117
B,0.3524879,c,124,126
B,0.52406025,,19,20
I,0.920361,years,21,27
B,0.59603775,surgery showed,33,48
B,0.6770244,tum,63,67
B,0.54328483,recurrence,70,81
B,0.5302659,ray demonstrated,8,24
B,0.7384537,markings,47,56
I,0.6929552,silhouette,78,89
B,0.6413423,openem,3,9
B,0.8012177,administered,13,26
B,0.48988,,41,42
I,0.69802374,2 weeks,42,49
B,0.71004236,otherapy,3,11
I,0.8064369,T,16,18
I,0.3935487,ib,28,30
B,0.6627543,prescribed,34,45
I,0.49406993,patient,52,60
B,0.5639529,stabilization,79,93
B,0.6641829,growth,102,109
B,0.52735937,pain,128,133
B,0.89056987,evaluation,27,38
B,0.77039844,unrevealing,42,54
B,0.85265404,istochem,11,19
B,0.96441597,expression,40,51
B,0.98392695,ies,76,79
I,0.53769636,k (,81,84
B,0.685655,AE1,84,87
B,0.69169545,AE3,88,91
B,0.73535323,carcin,99,106
B,0.9156398,CD3,124,128
B,0.9679446,CD,132,135
B,0.41762736,0,136,137
B,0.69348156,hom,142,146
B,0.8641816,distribution,153,166
B,0.9440919,st,173,176
B,0.58817875,diagnosis,9,19
B,0.84656054,hepatoc,22,30
B,0.7027649,carcin,37,44
I,0.76916546,liver,62,68
B,0.9122144,comp,76,80
B,0.55944365,pregnancy,91,101
B,0.6342544,sp,19,22
B,0.7146602,fever,29,35
B,0.5297454,day,40,44
B,0.65580213,variation,48,58
B,0.6469971,swe,79,83
I,0.4648562,ats,83,86
B,0.6356128,persisted,86,96
B,0.5530935,in,14,16
B,0.7205728,raised,37,44
B,0.6678331,ography,23,30
B,0.81009793,vegetations,47,59
B,0.5428787,showed,63,70
B,0.52985543,regurgitation,82,96
B,0.7275464,vision,30,37
B,0.7713492,plopia,41,47
B,0.44575348,ains,53,57
B,0.7354988,staining,17,26
B,0.54009175,chrom,43,49
B,0.7381906,amm,1,4
B,0.60569197,2,23,24
B,0.7624658,6,25,26
B,0.507896,round hyper,29,41
B,0.8029752,mass,46,51
B,0.7767673,regular,59,66
B,0.60669935,ins,86,89
I,0.5974843,sub,96,100
B,0.8565177,ifications,138,148
B,0.63847476,mass,159,164
B,0.5093466,phosph,8,15
B,0.6108354,normal,30,37
B,0.58791757,et,1,3
I,0.4323007,heart,5,11
B,0.73377,rate,11,16
B,0.6220244,,20,21
I,0.8707127,body,3,8
I,0.48670304,tail,12,17
B,0.66869354,p,24,26
B,0.45928878,tumour,47,54
B,0.8920872,resected,59,68
B,0.4571531,ym,4,6
I,0.45823023,ph,6,8
B,0.6611444,noted,57,63
B,0.70995843,8,5,7
I,0.41899654,mit,7,11
B,0.4868202,oses,11,15
B,0.56652474,counted,31,39
B,0.50027525,st,3,6
B,0.7576176,reactions,12,22
B,0.9190181,confirm,27,35
I,0.4721471,carcin,60,67
I,0.5047911,p,77,79
I,0.63428545,reas,82,86
B,0.50064534,The nucleol,0,11
I,0.62941945,us,11,13
B,0.723062,large,21,27
B,0.87723714,She,0,3
B,0.5531217,managed,7,15
B,0.66326344,gesia,25,30
B,0.7317975,sp,31,34
B,0.8840714,ten,50,54
I,0.58532864,of,54,56
B,0.66699123,added,60,66
B,0.8841455,prevention,70,81
B,0.46189493,mother,84,91
I,0.73002887,-,91,92
I,0.5817466,-,94,95
B,0.63198286,transmission,100,113
B,0.7430688,hepat,120,126
B,0.59451014,infection,132,142
B,0.7780613,agnosis,2,9
B,0.6921922,diabetes decompensation,12,36
B,0.6045761,ket,64,68
I,0.78856593,one bodies,68,78
B,0.6596336,test,96,101
B,0.54735404,His knees,0,9
B,0.86735445,swollen,33,41
B,0.9383197,examination,25,37
B,0.58743346,remarkable,44,54
B,0.6147763,three,1,7
I,0.9508372,month,7,13
B,0.9744519,visit,23,29
B,0.68355393,scheduled,33,43
I,0.9009425,patient,57,65
B,0.6497578,defaulted,65,75
B,0.5032789,visit,93,99
B,0.74092215,post,3,8
B,0.76424104,pet scan showed,18,34
B,0.42232537,metastasis,45,56
B,0.5615758,3,1,3
I,0.99008447,5-year,3,9
I,0.80412245,old,10,13
B,0.57113504,au,15,17
I,0.8679472,ian woman,20,29
B,0.8276286,known,29,35
B,0.6554172,ulin,73,77
B,0.9041646,oglyce,85,91
I,0.48765,ia,92,94
B,0.68292695,well,103,108
B,0.99028945,the,126,130
B,0.9056179,ulin receptor,134,147
I,0.8858994,gene,147,152
B,0.89359313,pregnant ,161,171
B,0.87842745,times,172,178
B,0.9663086,examination,18,30
B,0.6124093,unremarkable,34,47
B,0.49859035,2,2,3
I,0.78574145,3-year-,3,10
I,0.5782145,healthy man,24,36
B,0.9690711,presented,37,47
B,0.5799771,3,95,96
I,0.62174356,-,96,97
B,0.5160247,history,100,108
I,0.66047496,-,116,117
B,0.4944568,fever up,122,131
B,0.5446584,4,134,136
I,0.5385471,ab,155,158
I,0.40040293,pain,165,170
B,0.85364455,Review,0,6
I,0.47567356,patient,14,22
B,0.51310354,January ,25,34
B,0.6703215,revealed presence,38,56
B,0.63401365,sin,59,63
B,0.73051095,d,70,72
I,0.4376163,ors,72,75
I,0.5445028,wound,77,83
B,0.48995697,ex,83,86
B,0.44416577,pur,91,95
B,0.83315825,tom,8,12
B,0.65642095,thy,28,32
B,0.5647729,l,55,57
B,0.7975651,extended,60,69
B,0.95476085,thm,79,82
I,0.5817512,l,98,100
I,0.51212937,caps,131,136
B,0.5397569,contract,148,157
B,0.46443737,contact,166,174
I,0.63218755,axis,192,197
B,0.567037,left car,197,206
I,0.7137318,otid-j,206,212
B,0.61629903,ular,214,218
B,0.40508145,ung,221,224
B,0.95954883,cerv,236,241
B,0.9725189,ac,248,250
B,0.93036693,ort,273,276
I,0.5824856,arch,278,283
B,0.86806226,imaging,10,18
B,0.74770224,positron emission tom,31,53
I,0.64957505,-,74,75
B,0.6705892,gluc,86,90
I,0.9994265,T,121,122
B,0.4287327,oct,126,129
B,0.8127078,ion,202,205
B,0.5705769,land,227,231
B,0.6483221,resonance imaging,8,26
B,0.84351164,revealed,32,41
I,0.4818732,lesion,57,64
I,0.58112276,laparotomies,9,22
B,0.73167855,confirm,29,37
B,0.54280984,necrotizing enter,40,58
I,0.6508828,itis,62,66
B,0.63748085,the,68,72
I,0.95614195,child,72,78
B,0.728203,died 8,78,85
I,0.9827784,days,85,90
B,0.84834194,birth,96,102
B,0.80151546,headache,23,32
B,0.9696228,fever,33,39
B,0.8780843,vomiting,40,49
B,0.48746818,pains,56,62
B,0.45788556,r,70,72
I,0.5134462,ashes,72,77
B,0.39013535,lesions,78,85
B,0.59918755,tum,3,7
B,0.48640183,lym,19,23
I,0.5588706,phoid tissue,23,35
I,0.64198154,centers,58,66
I,0.42720374,fibros,79,86
B,0.4230735,is,86,88
B,0.6791338,ion,92,95
B,0.5316223,skinning,96,104
I,0.44798526,lic,122,125
I,0.556707,v,129,131
B,0.49792024,ization,138,145
B,0.8577544,packing,5,13
B,0.6237536,he,18,21
B,0.49320522,sp,29,32
I,0.43376276,on,32,34
B,0.4372875,ge,34,36
B,0.5297543,successful,40,51
I,0.8358011,pregnant woman,56,71
B,0.83524853,admitted,75,84
B,0.7908182,ob,87,90
B,0.6914059,ascites,12,20
B,0.7725013,procedure,23,33
B,0.5837203,required,37,46
B,0.7905971,procedure,11,21
B,0.3491831,dom,2,5
B,0.7109219,ound showed,16,27
I,0.72620904,arse liver,46,56
B,0.4527691,hyp,70,74
I,0.45501983,les,81,85
B,0.40377778,ions,85,89
